Date/Time,Branch,Payment Type,Order ID,Product,Price
2025-03-08 15:22:00,Wimbledon,Card,2a9d9624-c6eb-4d6d-92f5-8f9a14da1a76,Latte,3.5
2025-03-08 15:22:00,Wimbledon,Card,2a9d9624-c6eb-4d6d-92f5-8f9a14da1a76,Espresso,2.0
2024-12-09 09:40:00,Epsom,Cash,b53f0a7e-5484-41fd-a16e-5038ead9b09f,Latte,3.5
2024-12-12 17:49:00,Richmond,Card,3dff5af8-5cf0-481c-b2d1-e894c8f15d73,Mocha,3.75
2024-12-19 10:38:00,Chessington,Card,faab418d-d91a-4f2d-8046-e9e4da373d55,Latte,3.5
2025-04-25 18:10:00,Richmond,Cash,1ea1fe72-8bec-49f9-85ef-a297b55f6352,Espresso,2.0
2024-10-16 20:20:00, Epsom ,Cash,d66ced90-94dd-48cc-87b7-d85fb9b41606,Latte,3.5
2024-10-16 20:20:00,Epsom,Cash,95f0ecc7-c41f-493b-a711-2fae2f177d77,Espresso,2.0
2024-10-16 20:20:00,Epsom,Cash,95f0ecc7-c41f-493b-a711-2fae2f177d77,Mocha,3.75
2024-10-16 20:20:00,Epsom,Cash,95f0ecc7-c41f-493b-a711-2fae2f177d77,Cappuccino,3.0
2025-03-23 16:38:00, Chessington ,Cash,93f50ff9-a228-446a-8284-84f8e6900bd8,Mocha,3.75
2025-03-23 16:38:00,Chessington,Cash,1db0a1c6-cf56-4fa6-a68e-6ddf0397ad75,Latte,3.5
2025-03-28 14:39:00,Epsom,Card,d52e9aca-9040-4f4d-8baa-230b93abbf8e,Mocha,3.75
2025-03-28 19:42:00, Wimbledon ,Card,6360c3e0-e644-49be-aaaa-1d53b7001419,Espresso,2.0
2024-10-13 03:11:00,Chessington,Cash,d98d2d42-0e97-4db1-bea2-69d3b4aa3715,Cappuccino,3.0
2024-06-22 21:46:00,Richmond,Card,1aba9d19-7032-41f2-9bce-24daf1fcfa19,Mocha,3.75
2024-11-27 15:49:00,Chessington,Card,7e0d3397-327f-4b63-836c-a127e4f028f9,Espresso,2.0
2024-11-27 15:49:00,Chessington,Card,7e0d3397-327f-4b63-836c-a127e4f028f9,Latte,3.5
2025-01-05 17:39:00,Richmond,Card,1a8433ee-a550-4235-85fc-2c9a687b6095,Latte,3.5
2025-01-05 17:39:00,Richmond,Card,1a8433ee-a550-4235-85fc-2c9a687b6095,Mocha,3.75
2025-01-05 17:39:00,Richmond,Card,1a8433ee-a550-4235-85fc-2c9a687b6095,Cappuccino,3.0
2024-07-07 22:15:00,Kingston,Card,274b0206-aa99-4b50-a960-364f78fe858f,Espresso,2.0
2024-12-18 20:02:00,Richmond,Card,f07b27b4-e2a6-4a93-985e-f9e11d3f8013,Mocha,3.75
2025-04-12 14:28:00,Wimbledon,Card,c0b44525-6621-4966-9fc9-5e3bb71fb6eb,Latte,3.5
2025-05-22 16:17:00,Chessington,Cash,eb760891-d131-4790-a58d-b45032bcd988,Mocha,3.75
2024-09-02 08:31:00,Wimbledon,Cash,f1e8ce21-4ab9-4872-8f9c-7116e5f38234,Espresso,2.0
2025-03-11 11:00:00,Kingston,Card,27c77342-61af-4411-8053-628a37698708,Latte,3.5
2025-02-17 18:32:00,Chessington,Cash,7f5549c1-b447-4953-ae1a-6cb3516abb67,Americano,2.5
2025-04-17 06:48:00,Richmond,Card,3d2a22bb-85b7-4b9b-a43f-7ed73d2d21e9,Latte,3.5
2024-11-16 03:37:00,Epsom,Cash,75a7e046-2ce1-4413-a3b5-aaf3a096c924,Cappuccino,3.0
2024-11-16 03:37:00,Epsom,Cash,75a7e046-2ce1-4413-a3b5-aaf3a096c924,Mocha,3.75
2024-11-16 03:37:00,Epsom,Cash,75a7e046-2ce1-4413-a3b5-aaf3a096c924,Americano,2.5
2024-06-23 09:25:00,Richmond,Cash,ec48803b-aadb-45f5-bd51-82b5c03f9419,Cappuccino,3.0
2024-06-25 20:18:00,Wimbledon,Cash,83c70b0d-50a8-4e73-9c69-b220940c4900,Americano,2.5
2025-06-05 18:48:00,Kingston,Card,6d55a726-a2a7-4de0-a167-02eb109eb9d7,Latte,3.5
2025-06-09 21:35:00,Chessington,Cash,364ba42f-01dd-4f07-908d-1e6b323a6ed3,Latte,3.5
2024-09-22 11:54:00,Wimbledon,Card,396dea3f-fdc1-453c-8908-81302379a179,Mocha,3.75
2025-01-28 20:20:00,Richmond,Card,1a667afe-880e-48df-b2d6-b41654a33fe6,Mocha,3.75
2025-01-28 20:20:00,Richmond,Card,1a667afe-880e-48df-b2d6-b41654a33fe6,Americano,2.5
2024-07-28 04:06:00,Kingston,Card,da87ed6d-23f1-4e46-870b-bccdbe14f766,Espresso,2.0
2025-05-03 00:40:00,Kingston,Cash,fda26c21-0f9d-42db-b262-f965e62e8893,Mocha,3.75
2024-12-04 23:33:00,Richmond,Card,88a3c51f-f102-4210-a38c-2fce6996276c,Americano,2.5
2025-05-08 21:34:00,Richmond,Card,0ae94efc-5b13-494a-8ff7-6df741e7ecbc,Cappuccino,3.0
2025-04-09 01:01:00, Wimbledon ,Card,d64294fd-74ee-4e58-ab5f-03df987c9c4d,Cappuccino,3.0
2025-04-09 01:01:00,Wimbledon,Card,5d2a47f1-bb65-4390-9be2-ff44dd490368,Espresso,2.0
2024-07-19 15:56:00,Chessington,Card,63548789-9913-45a9-8116-ace1e8be77e5,Cappuccino,3.0
